game_id,game_date,season,team_id,team_abbr,matchup,win_loss,points,fg_pct,ft_pct,fg3_pct,assists,rebounds,steals,blocks,turnovers,plus_minus,is_home,opponent_abbr,win
0022400304,2024-11-30,2024-25,1610612742,DAL,DAL @ UTA,W,106,0.456,0.6,0.385,30,48,12,6,15,12.0,0,UTA,1
0022400302,2024-11-30,2024-25,1610612749,MIL,MIL vs. WAS,W,124,0.512,0.8,0.457,31,38,5,6,11,10.0,1,WAS,1
0022400303,2024-11-30,2024-25,1610612756,PHX,PHX vs. GSW,W,113,0.481,0.864,0.514,31,45,4,9,12,8.0,1,GSW,1
0022400044,2024-11-29,2024-25,1610612750,MIN,MIN vs. LAC,W,93,0.413,0.8,0.385,25,49,8,5,21,1.0,1,LAC,1
0022400040,2024-11-29,2024-25,1610612752,NYK,NYK @ CHA,W,99,0.444,0.789,0.375,20,44,7,5,19,1.0,0,CHA,1
0022400046,2024-11-29,2024-25,1610612748,MIA,MIA vs. TOR,W,121,0.457,0.824,0.389,32,33,10,0,8,10.0,1,TOR,1
0022400048,2024-11-29,2024-25,1610612760,OKC,OKC @ LAL,W,101,0.409,0.75,0.325,20,47,12,3,9,8.0,0,LAL,1
0022400041,2024-11-29,2024-25,1610612739,CLE,CLE @ ATL,L,101,0.409,0.824,0.289,21,40,9,0,13,-16.0,0,ATL,0
0022400047,2024-11-29,2024-25,1610612738,BOS,BOS @ CHI,W,138,0.5,0.739,0.426,24,51,6,2,9,9.0,0,CHI,1
0022400286,2024-11-27,2024-25,1610612748,MIA,MIA @ CHA,W,98,0.452,0.818,0.378,21,44,6,5,18,4.0,0,CHA,1
0022400287,2024-11-27,2024-25,1610612739,CLE,CLE vs. ATL,L,124,0.463,0.75,0.313,31,44,11,5,12,-11.0,1,ATL,0
0022400292,2024-11-27,2024-25,1610612742,DAL,DAL vs. NYK,W,129,0.565,0.762,0.515,27,43,6,4,13,15.0,1,NYK,1
0022400299,2024-11-27,2024-25,1610612760,OKC,OKC @ GSW,W,105,0.459,0.615,0.297,26,48,10,9,14,4.0,0,GSW,1
0022400294,2024-11-27,2024-25,1610612750,MIN,MIN vs. SAC,L,104,0.446,0.889,0.359,25,33,11,9,15,-11.0,1,SAC,0
0022400297,2024-11-27,2024-25,1610612756,PHX,PHX vs. BKN,L,117,0.532,0.821,0.387,25,37,7,5,17,-10.0,1,BKN,0
0022400292,2024-11-27,2024-25,1610612752,NYK,NYK @ DAL,L,114,0.465,0.9,0.241,20,33,9,3,8,-15.0,0,DAL,0
0022400298,2024-11-27,2024-25,1610612743,DEN,DEN @ UTA,W,122,0.548,0.826,0.333,30,39,10,8,10,19.0,0,UTA,1
0022400036,2024-11-26,2024-25,1610612749,MIL,MIL @ MIA,W,106,0.468,0.824,0.476,23,41,5,7,10,3.0,0,MIA,1
0022400039,2024-11-26,2024-25,1610612756,PHX,PHX vs. LAL,W,127,0.515,0.8,0.405,31,46,9,3,9,27.0,1,LAL,1
0022400037,2024-11-26,2024-25,1610612750,MIN,MIN vs. HOU,L,111,0.429,0.9,0.237,21,52,6,4,17,-6.0,1,HOU,0
0022400036,2024-11-26,2024-25,1610612748,MIA,MIA vs. MIL,L,103,0.455,0.767,0.345,26,38,6,2,8,-3.0,1,MIL,0
0022400283,2024-11-25,2024-25,1610612743,DEN,DEN vs. NYK,L,118,0.446,0.926,0.333,23,33,5,3,11,-27.0,1,NYK,0
0022400280,2024-11-25,2024-25,1610612742,DAL,DAL @ ATL,W,129,0.5,0.864,0.457,24,51,6,8,17,10.0,0,ATL,1
0022400281,2024-11-25,2024-25,1610612738,BOS,BOS vs. LAC,W,126,0.511,0.7,0.431,33,47,10,11,11,32.0,1,LAC,1
0022400283,2024-11-25,2024-25,1610612752,NYK,NYK @ DEN,W,145,0.609,0.875,0.528,45,43,5,4,9,27.0,0,DEN,1
0022400285,2024-11-25,2024-25,1610612760,OKC,OKC @ SAC,W,130,0.558,0.8,0.452,28,44,6,3,15,21.0,0,SAC,1
0022400271,2024-11-24,2024-25,1610612738,BOS,BOS vs. MIN,W,107,0.425,0.8,0.375,25,40,5,7,6,2.0,1,MIN,1
0022400275,2024-11-24,2024-25,1610612739,CLE,CLE vs. TOR,W,122,0.495,0.714,0.39,27,49,11,4,13,14.0,1,TOR,1
0022400271,2024-11-24,2024-25,1610612750,MIN,MIN @ BOS,L,105,0.42,0.762,0.366,19,49,2,1,8,-2.0,0,BOS,0
0022400273,2024-11-24,2024-25,1610612742,DAL,DAL @ MIA,L,118,0.419,0.8,0.25,29,59,6,9,13,-5.0,0,MIA,0
0022400273,2024-11-24,2024-25,1610612748,MIA,MIA vs. DAL,W,123,0.43,0.63,0.341,27,57,6,6,9,5.0,1,DAL,1
0022400270,2024-11-23,2024-25,1610612743,DEN,DEN @ LAL,W,127,0.61,0.579,0.5,37,48,7,2,17,25.0,0,LAL,1
0022400264,2024-11-23,2024-25,1610612752,NYK,NYK @ UTA,L,106,0.39,0.917,0.333,25,40,10,10,9,-15.0,0,UTA,0
0022400268,2024-11-23,2024-25,1610612749,MIL,MIL vs. CHA,W,125,0.483,0.808,0.486,20,51,3,9,14,6.0,1,CHA,1
0022400033,2024-11-22,2024-25,1610612743,DEN,DEN vs. DAL,L,120,0.478,0.655,0.517,33,42,4,7,13,-3.0,1,DAL,0
0022400029,2024-11-22,2024-25,1610612749,MIL,MIL vs. IND,W,129,0.533,0.8,0.472,33,44,10,4,17,12.0,1,IND,1
0022400033,2024-11-22,2024-25,1610612742,DAL,DAL @ DEN,W,123,0.505,0.778,0.37,24,44,11,5,13,3.0,0,DEN,1
0022400028,2024-11-22,2024-25,1610612738,BOS,BOS @ WAS,W,108,0.424,0.781,0.239,22,43,11,7,12,12.0,0,WAS,1
0022400261,2024-11-21,2024-25,1610612750,MIN,MIN @ TOR,L,105,0.413,0.818,0.343,16,40,12,5,17,-5.0,0,TOR,0
0022400253,2024-11-20,2024-25,1610612749,MIL,MIL vs. CHI,W,122,0.55,0.677,0.361,30,45,7,2,11,16.0,1,CHI,1
0022400257,2024-11-20,2024-25,1610612752,NYK,NYK @ PHX,W,138,0.581,0.905,0.487,30,41,10,0,13,16.0,0,PHX,1
0022400252,2024-11-20,2024-25,1610612739,CLE,CLE vs. NOP,W,128,0.527,0.857,0.429,29,52,10,9,11,28.0,1,NOP,1
0022400257,2024-11-20,2024-25,1610612756,PHX,PHX vs. NYK,L,122,0.489,0.765,0.38,30,34,9,2,14,-16.0,1,NYK,0
0022400256,2024-11-20,2024-25,1610612760,OKC,OKC vs. POR,W,109,0.44,0.87,0.29,24,46,14,8,13,10.0,1,POR,1
0022400021,2024-11-19,2024-25,1610612738,BOS,BOS vs. CLE,W,120,0.512,0.714,0.537,32,42,4,4,13,3.0,1,CLE,1
0022400024,2024-11-19,2024-25,1610612742,DAL,DAL vs. NOP,W,132,0.521,0.8,0.452,26,48,12,7,11,41.0,1,NOP,1
0022400023,2024-11-19,2024-25,1610612743,DEN,DEN @ MEM,W,122,0.48,0.636,0.333,29,53,15,6,18,12.0,0,MEM,1
0022400021,2024-11-19,2024-25,1610612739,CLE,CLE @ BOS,L,117,0.495,0.882,0.345,30,41,4,3,7,-3.0,0,BOS,0
0022400025,2024-11-19,2024-25,1610612760,OKC,OKC @ SAS,L,104,0.41,0.857,0.302,24,47,16,4,13,-6.0,0,SAS,0
0022400246,2024-11-18,2024-25,1610612752,NYK,NYK vs. WAS,W,134,0.56,0.923,0.5,37,41,4,1,8,28.0,1,WAS,1
0022400245,2024-11-18,2024-25,1610612748,MIA,MIA vs. PHI,W,106,0.414,0.913,0.295,26,53,10,2,13,17.0,1,PHI,1
0022400249,2024-11-18,2024-25,1610612756,PHX,PHX vs. ORL,L,99,0.422,0.68,0.293,25,45,5,2,13,-10.0,1,ORL,0
0022400248,2024-11-18,2024-25,1610612749,MIL,MIL vs. HOU,W,101,0.458,0.632,0.394,21,43,8,8,15,1.0,1,HOU,1
0022400242,2024-11-17,2024-25,1610612742,DAL,DAL @ OKC,W,121,0.476,0.833,0.407,18,53,4,5,16,2.0,0,OKC,1
0022400236,2024-11-17,2024-25,1610612739,CLE,CLE vs. CHA,W,128,0.571,0.964,0.433,26,48,3,4,20,14.0,1,CHA,1
0022400238,2024-11-17,2024-25,1610612743,DEN,DEN @ MEM,L,90,0.417,0.714,0.323,23,39,9,5,14,-15.0,0,MEM,0
0022400235,2024-11-17,2024-25,1610612748,MIA,MIA @ IND,L,110,0.4,0.95,0.442,21,38,4,1,10,-9.0,0,IND,0
0022400240,2024-11-17,2024-25,1610612752,NYK,NYK vs. BKN,W,114,0.489,0.789,0.325,33,47,4,5,6,10.0,1,BKN,1
0022400242,2024-11-17,2024-25,1610612760,OKC,OKC vs. DAL,L,119,0.494,0.76,0.333,29,29,11,5,6,-2.0,1,DAL,0
0022400234,2024-11-17,2024-25,1610612750,MIN,MIN vs. PHX,W,120,0.525,0.731,0.436,27,32,8,6,14,3.0,1,PHX,1
0022400234,2024-11-17,2024-25,1610612756,PHX,PHX @ MIN,L,117,0.541,0.733,0.452,29,41,9,2,19,-3.0,0,MIN,0
0022400230,2024-11-16,2024-25,1610612738,BOS,BOS vs. TOR,W,126,0.444,0.895,0.344,30,42,2,6,9,3.0,1,TOR,1
0022400229,2024-11-16,2024-25,1610612749,MIL,MIL @ CHA,L,114,0.511,0.455,0.417,31,40,6,6,9,-1.0,0,CHA,0
0022400232,2024-11-16,2024-25,1610612742,DAL,DAL vs. SAS,W,110,0.468,0.778,0.258,26,53,9,7,14,17.0,1,SAS,1
0022400018,2024-11-15,2024-25,1610612756,PHX,PHX @ OKC,L,83,0.293,0.75,0.243,17,50,6,4,14,-16.0,0,OKC,0
0022400017,2024-11-15,2024-25,1610612743,DEN,DEN @ NOP,L,94,0.425,0.909,0.27,26,38,10,1,7,-7.0,0,NOP,0
0022400020,2024-11-15,2024-25,1610612750,MIN,MIN @ SAC,W,130,0.475,0.875,0.408,26,41,9,4,11,4.0,0,SAC,1
0022400013,2024-11-15,2024-25,1610612739,CLE,CLE vs. CHI,W,144,0.548,0.875,0.488,33,40,11,6,13,18.0,1,CHI,1
0022400014,2024-11-15,2024-25,1610612752,NYK,NYK vs. BKN,W,124,0.53,0.821,0.342,25,45,7,6,13,2.0,1,BKN,1
0022400009,2024-11-15,2024-25,1610612748,MIA,MIA @ IND,W,124,0.517,0.826,0.357,27,36,16,1,10,13.0,0,IND,1
0022400018,2024-11-15,2024-25,1610612760,OKC,OKC vs. PHX,W,99,0.396,0.944,0.25,21,53,6,11,10,16.0,1,PHX,1
0022400228,2024-11-14,2024-25,1610612742,DAL,DAL @ UTA,L,113,0.506,0.75,0.308,25,30,11,10,17,-2.0,0,UTA,0
0022400220,2024-11-13,2024-25,1610612739,CLE,CLE @ PHI,W,114,0.494,0.824,0.4,25,46,8,1,11,8.0,0,PHI,1
0022400223,2024-11-13,2024-25,1610612749,MIL,MIL vs. DET,W,127,0.474,0.88,0.429,26,47,10,9,11,7.0,1,DET,1
0022400221,2024-11-13,2024-25,1610612760,OKC,OKC vs. NOP,W,106,0.443,0.813,0.385,20,31,16,7,5,18.0,1,NOP,1
0022400218,2024-11-13,2024-25,1610612738,BOS,BOS @ BKN,W,139,0.538,0.708,0.478,35,45,7,6,7,25.0,0,BKN,1
0022400226,2024-11-13,2024-25,1610612750,MIN,MIN @ POR,L,98,0.394,0.773,0.179,16,41,12,3,13,-8.0,0,POR,0
0022400227,2024-11-13,2024-25,1610612756,PHX,PHX @ SAC,L,104,0.371,0.731,0.302,23,40,12,2,10,-23.0,0,SAC,0
0022400219,2024-11-13,2024-25,1610612752,NYK,NYK vs. CHI,L,123,0.511,0.667,0.405,31,40,7,3,15,-1.0,1,CHI,0
0022400006,2024-11-12,2024-25,1610612756,PHX,PHX @ UTA,W,120,0.5,0.727,0.462,21,42,6,11,8,8.0,0,UTA,1
0022400005,2024-11-12,2024-25,1610612749,MIL,MIL vs. TOR,W,99,0.404,0.583,0.286,25,47,16,9,16,14.0,1,TOR,1
0022400007,2024-11-12,2024-25,1610612742,DAL,DAL @ GSW,L,117,0.524,0.75,0.324,26,40,6,1,17,-3.0,0,GSW,0
0022400004,2024-11-12,2024-25,1610612752,NYK,NYK @ PHI,W,111,0.494,0.933,0.29,31,47,8,5,15,12.0,0,PHI,1
0022400001,2024-11-12,2024-25,1610612738,BOS,BOS vs. ATL,L,116,0.507,0.815,0.4,28,34,7,5,20,-1.0,1,ATL,0
0022400002,2024-11-12,2024-25,1610612748,MIA,MIA @ DET,L,121,0.465,0.769,0.378,25,43,14,3,10,-2.0,0,DET,0
0022400008,2024-11-12,2024-25,1610612750,MIN,MIN @ POR,L,108,0.507,0.913,0.371,22,32,13,4,21,-14.0,0,POR,0
0022400215,2024-11-11,2024-25,1610612760,OKC,OKC vs. LAC,W,134,0.516,0.957,0.391,31,29,16,5,11,6.0,1,LAC,1
0022400212,2024-11-11,2024-25,1610612739,CLE,CLE @ CHI,W,119,0.443,0.75,0.333,26,43,14,3,8,6.0,0,CHI,1
0022400208,2024-11-10,2024-25,1610612742,DAL,DAL @ DEN,L,120,0.533,0.737,0.303,29,42,7,5,10,-2.0,0,DEN,0
0022400202,2024-11-10,2024-25,1610612749,MIL,MIL vs. BOS,L,107,0.481,0.762,0.406,21,41,9,8,12,-6.0,1,BOS,0
0022400202,2024-11-10,2024-25,1610612738,BOS,BOS @ MIL,W,113,0.407,0.889,0.38,27,42,5,2,12,6.0,0,MIL,1
0022400206,2024-11-10,2024-25,1610612750,MIN,MIN vs. MIA,L,94,0.398,0.846,0.289,22,47,13,5,19,-1.0,1,MIA,0
0022400203,2024-11-10,2024-25,1610612752,NYK,NYK @ IND,L,121,0.554,0.815,0.28,23,39,5,3,13,-11.0,0,IND,0
0022400209,2024-11-10,2024-25,1610612756,PHX,PHX vs. SAC,L,118,0.419,0.8,0.316,30,48,11,3,11,-9.0,1,SAC,0
0022400208,2024-11-10,2024-25,1610612743,DEN,DEN vs. DAL,W,122,0.506,0.692,0.483,35,45,6,5,10,2.0,1,DAL,1
0022400206,2024-11-10,2024-25,1610612748,MIA,MIA @ MIN,W,95,0.442,0.727,0.355,18,43,14,9,22,1.0,0,MIN,1
0022400207,2024-11-10,2024-25,1610612760,OKC,OKC vs. GSW,L,116,0.447,0.808,0.333,25,41,4,6,11,-11.0,1,GSW,0
0022400199,2024-11-09,2024-25,1610612739,CLE,CLE vs. BKN,W,105,0.541,0.789,0.357,24,33,12,5,14,5.0,1,BKN,1
0022400194,2024-11-08,2024-25,1610612748,MIA,MIA @ DEN,L,122,0.489,0.769,0.465,33,33,11,1,11,-13.0,0,DEN,0
0022400188,2024-11-08,2024-25,1610612739,CLE,CLE vs. GSW,W,136,0.541,0.857,0.476,33,43,7,7,19,19.0,1,GSW,1
0022400194,2024-11-08,2024-25,1610612743,DEN,DEN vs. MIA,W,135,0.617,0.895,0.514,37,39,5,5,17,13.0,1,MIA,1
0022400193,2024-11-08,2024-25,1610612750,MIN,MIN vs. POR,W,127,0.485,0.786,0.44,32,49,9,7,17,25.0,1,POR,1
0022400189,2024-11-08,2024-25,1610612749,MIL,MIL @ NYK,L,94,0.434,0.652,0.233,20,41,1,5,12,-22.0,0,NYK,0
0022400190,2024-11-08,2024-25,1610612756,PHX,PHX @ DAL,W,114,0.5,0.722,0.385,26,37,6,2,8,1.0,0,DAL,1
0022400187,2024-11-08,2024-25,1610612738,BOS,BOS vs. BKN,W,108,0.433,0.842,0.264,23,39,7,9,13,4.0,1,BKN,1
0022400189,2024-11-08,2024-25,1610612752,NYK,NYK vs. MIL,W,116,0.473,0.842,0.304,35,48,7,3,7,22.0,1,MIL,1
0022400190,2024-11-08,2024-25,1610612742,DAL,DAL vs. PHX,L,113,0.513,0.909,0.333,18,39,5,1,11,-1.0,1,PHX,0
0022400192,2024-11-08,2024-25,1610612760,OKC,OKC vs. HOU,W,126,0.511,0.87,0.378,24,41,9,8,10,19.0,1,HOU,1
0022400181,2024-11-07,2024-25,1610612750,MIN,MIN @ CHI,W,135,0.548,1.0,0.421,29,40,7,4,13,16.0,0,CHI,1
0022400182,2024-11-07,2024-25,1610612749,MIL,MIL vs. UTA,W,123,0.512,0.733,0.429,20,41,13,3,10,23.0,1,UTA,1
0022400175,2024-11-06,2024-25,1610612739,CLE,CLE @ NOP,W,131,0.542,0.769,0.486,33,46,6,10,11,9.0,0,NOP,1
0022400178,2024-11-06,2024-25,1610612748,MIA,MIA @ PHX,L,112,0.435,0.95,0.382,27,43,12,3,10,-3.0,0,PHX,0
0022400171,2024-11-06,2024-25,1610612752,NYK,NYK @ ATL,L,116,0.488,0.8,0.468,29,41,5,5,15,-5.0,0,ATL,0
0022400177,2024-11-06,2024-25,1610612760,OKC,OKC @ DEN,L,122,0.44,0.783,0.4,29,47,15,6,14,-2.0,0,DEN,0
0022400178,2024-11-06,2024-25,1610612756,PHX,PHX vs. MIA,W,115,0.5,0.722,0.419,29,46,5,6,16,3.0,1,MIA,1
0022400177,2024-11-06,2024-25,1610612743,DEN,DEN vs. OKC,W,124,0.472,0.727,0.421,34,55,8,6,18,2.0,1,OKC,1
0022400176,2024-11-06,2024-25,1610612742,DAL,DAL vs. CHI,W,119,0.484,0.81,0.316,33,47,11,4,15,20.0,1,CHI,1
0022400172,2024-11-06,2024-25,1610612738,BOS,BOS vs. GSW,L,112,0.422,0.81,0.352,22,47,5,3,12,-6.0,1,GSW,0
0022400161,2024-11-04,2024-25,1610612752,NYK,NYK @ HOU,L,97,0.386,0.857,0.393,20,39,6,4,10,-12.0,0,HOU,0
0022400167,2024-11-04,2024-25,1610612756,PHX,PHX vs. PHI,W,118,0.512,0.885,0.344,24,43,6,4,14,2.0,1,PHI,1
0022400162,2024-11-04,2024-25,1610612750,MIN,MIN vs. CHA,W,114,0.494,0.692,0.474,23,45,7,8,15,21.0,1,CHA,1
0022400163,2024-11-04,2024-25,1610612760,OKC,OKC vs. ORL,W,102,0.459,0.75,0.387,23,42,12,4,15,16.0,1,ORL,1
0022400154,2024-11-04,2024-25,1610612749,MIL,MIL @ CLE,L,114,0.488,0.867,0.486,21,49,6,6,14,-2.0,0,CLE,0
0022400165,2024-11-04,2024-25,1610612742,DAL,DAL vs. IND,L,127,0.517,0.8,0.417,29,38,4,3,8,-7.0,1,IND,0
0022400157,2024-11-04,2024-25,1610612738,BOS,BOS @ ATL,W,123,0.485,0.692,0.327,27,50,15,7,12,30.0,0,ATL,1
0022400154,2024-11-04,2024-25,1610612739,CLE,CLE vs. MIL,W,116,0.505,0.538,0.459,28,39,10,4,10,2.0,1,MIL,1
0022400159,2024-11-04,2024-25,1610612748,MIA,MIA vs. SAC,L,110,0.435,0.7,0.417,24,36,9,6,10,-1.0,1,SAC,0
0022400166,2024-11-04,2024-25,1610612743,DEN,DEN vs. TOR,W,121,0.494,0.763,0.323,29,44,9,10,17,2.0,1,TOR,1
0022400153,2024-11-03,2024-25,1610612742,DAL,DAL vs. ORL,W,108,0.494,0.609,0.313,25,53,8,5,18,23.0,1,ORL,1
0022400141,2024-11-02,2024-25,1610612738,BOS,BOS @ CHA,W,113,0.439,0.893,0.308,23,44,4,4,15,10.0,0,CHA,1
0022400148,2024-11-02,2024-25,1610612743,DEN,DEN vs. UTA,W,129,0.485,0.739,0.5,33,52,14,1,17,26.0,1,UTA,1
0022400150,2024-11-02,2024-25,1610612760,OKC,OKC @ LAC,W,105,0.429,0.895,0.41,25,41,11,3,12,13.0,0,LAC,1
0022400145,2024-11-02,2024-25,1610612739,CLE,CLE @ MIL,W,114,0.484,0.733,0.395,31,45,3,2,7,1.0,0,MIL,1
0022400147,2024-11-02,2024-25,1610612748,MIA,MIA @ WAS,W,118,0.422,0.708,0.405,19,65,6,3,13,20.0,0,WAS,1
0022400146,2024-11-02,2024-25,1610612750,MIN,MIN @ SAS,L,103,0.476,0.7,0.297,21,32,7,2,12,-10.0,0,SAS,0
0022400145,2024-11-02,2024-25,1610612749,MIL,MIL vs. CLE,L,113,0.483,0.6,0.462,24,45,3,3,13,-1.0,1,CLE,0
0022400149,2024-11-02,2024-25,1610612756,PHX,PHX vs. POR,W,103,0.376,0.727,0.327,29,63,4,8,12,6.0,1,POR,1
0022400132,2024-11-01,2024-25,1610612738,BOS,BOS @ CHA,W,124,0.477,0.829,0.31,21,41,12,5,10,15.0,0,CHA,1
0022400139,2024-11-01,2024-25,1610612743,DEN,DEN @ MIN,L,116,0.446,0.793,0.344,30,46,11,2,13,-3.0,0,MIN,0
0022400139,2024-11-01,2024-25,1610612750,MIN,MIN vs. DEN,W,119,0.518,0.833,0.429,34,38,8,9,16,3.0,1,DEN,1
0022400140,2024-11-01,2024-25,1610612760,OKC,OKC @ POR,W,137,0.537,0.842,0.388,31,45,14,9,13,23.0,0,POR,1
0022400134,2024-11-01,2024-25,1610612752,NYK,NYK @ DET,W,128,0.515,0.6,0.474,31,45,16,3,9,30.0,0,DET,1
0022400133,2024-11-01,2024-25,1610612739,CLE,CLE vs. ORL,W,120,0.506,0.85,0.395,25,49,6,4,12,11.0,1,ORL,1
0022400128,2024-10-31,2024-25,1610612749,MIL,MIL @ MEM,L,99,0.427,0.421,0.214,20,38,10,4,10,-23.0,0,MEM,0
0022400131,2024-10-31,2024-25,1610612756,PHX,PHX @ LAC,W,125,0.512,0.821,0.462,29,39,12,4,12,6.0,0,LAC,1
0022400129,2024-10-31,2024-25,1610612742,DAL,DAL vs. HOU,L,102,0.459,0.7,0.333,21,37,6,7,10,-6.0,1,HOU,0
0022400118,2024-10-30,2024-25,1610612739,CLE,CLE vs. LAL,W,134,0.577,0.625,0.415,37,36,14,2,12,24.0,1,LAL,1
0022400122,2024-10-30,2024-25,1610612748,MIA,MIA vs. NYK,L,107,0.457,0.667,0.425,27,39,6,3,10,-9.0,1,NYK,0
0022400122,2024-10-30,2024-25,1610612752,NYK,NYK @ MIA,W,116,0.488,0.9,0.45,30,42,8,4,9,9.0,0,MIA,1
0022400125,2024-10-30,2024-25,1610612760,OKC,OKC vs. SAS,W,105,0.461,0.75,0.415,28,39,18,6,10,12.0,1,SAS,1
0022400119,2024-10-30,2024-25,1610612738,BOS,BOS @ IND,L,132,0.404,0.806,0.333,23,51,11,5,14,-3.0,0,IND,0
0022400113,2024-10-29,2024-25,1610612743,DEN,DEN @ BKN,W,144,0.517,0.83,0.481,31,43,3,4,5,5.0,0,BKN,1
0022400114,2024-10-29,2024-25,1610612750,MIN,MIN vs. DAL,L,114,0.506,0.654,0.487,33,42,5,2,20,-6.0,1,DAL,0
0022400114,2024-10-29,2024-25,1610612742,DAL,DAL @ MIN,W,120,0.484,0.778,0.41,25,40,12,2,9,6.0,0,MIN,1
0022400111,2024-10-28,2024-25,1610612756,PHX,PHX vs. LAL,W,109,0.46,0.9,0.306,21,46,7,11,10,4.0,1,LAL,1
0022400106,2024-10-28,2024-25,1610612752,NYK,NYK vs. CLE,L,104,0.444,0.833,0.321,22,43,8,3,16,-6.0,1,CLE,0
0022400106,2024-10-28,2024-25,1610612739,CLE,CLE @ NYK,W,110,0.476,0.833,0.333,21,41,10,5,13,6.0,0,NYK,1
0022400107,2024-10-28,2024-25,1610612743,DEN,DEN @ TOR,W,127,0.49,0.8,0.45,29,52,6,6,16,2.0,0,TOR,1
0022400104,2024-10-28,2024-25,1610612749,MIL,MIL @ BOS,L,108,0.451,0.839,0.258,18,43,7,6,16,-11.0,0,BOS,0
0022400110,2024-10-28,2024-25,1610612742,DAL,DAL vs. UTA,W,110,0.453,0.765,0.282,27,50,9,12,13,8.0,1,UTA,1
0022400104,2024-10-28,2024-25,1610612738,BOS,BOS vs. MIL,W,119,0.494,0.789,0.383,24,38,5,5,12,11.0,1,MIL,1
0022400105,2024-10-28,2024-25,1610612748,MIA,MIA vs. DET,W,106,0.432,0.75,0.319,24,44,14,3,9,8.0,1,DET,1
0022400098,2024-10-27,2024-25,1610612749,MIL,MIL @ BKN,L,102,0.446,0.839,0.303,20,43,7,3,18,-13.0,0,BKN,0
0022400100,2024-10-27,2024-25,1610612760,OKC,OKC vs. ATL,W,128,0.494,0.75,0.4,26,45,13,12,10,24.0,1,ATL,1
0022400088,2024-10-26,2024-25,1610612748,MIA,MIA @ CHA,W,114,0.465,0.714,0.412,33,43,8,6,13,8.0,0,CHA,1
0022400091,2024-10-26,2024-25,1610612760,OKC,OKC @ CHI,W,114,0.421,0.8,0.2,21,54,15,5,10,19.0,0,CHI,1
0022400093,2024-10-26,2024-25,1610612750,MIN,MIN vs. TOR,W,112,0.47,0.769,0.378,29,41,9,8,13,11.0,1,TOR,1
0022400089,2024-10-26,2024-25,1610612738,BOS,BOS @ DET,W,124,0.422,0.867,0.458,19,37,10,6,10,6.0,0,DET,1
0022400090,2024-10-26,2024-25,1610612739,CLE,CLE @ WAS,W,135,0.534,0.676,0.462,27,48,13,10,16,19.0,0,WAS,1
0022400087,2024-10-26,2024-25,1610612743,DEN,DEN vs. LAC,L,104,0.402,0.833,0.4,20,37,13,4,10,-5.0,1,LAC,0
0022400095,2024-10-26,2024-25,1610612742,DAL,DAL @ PHX,L,102,0.398,0.833,0.317,22,46,6,2,8,-12.0,0,PHX,0
0022400095,2024-10-26,2024-25,1610612756,PHX,PHX vs. DAL,W,114,0.45,0.757,0.359,26,47,3,4,11,12.0,1,DAL,1
0022400085,2024-10-25,2024-25,1610612756,PHX,PHX @ LAL,L,116,0.512,0.882,0.459,35,34,8,4,16,-7.0,0,LAL,0
0022400081,2024-10-25,2024-25,1610612752,NYK,NYK vs. IND,W,123,0.524,0.793,0.444,19,43,5,4,11,25.0,1,IND,1
0022400083,2024-10-25,2024-25,1610612749,MIL,MIL vs. CHI,L,122,0.495,0.68,0.325,24,47,5,3,14,-11.0,1,CHI,0
0022400080,2024-10-25,2024-25,1610612739,CLE,CLE vs. DET,W,113,0.512,0.696,0.382,28,39,13,4,12,12.0,1,DET,1
0022400075,2024-10-24,2024-25,1610612743,DEN,DEN vs. OKC,L,87,0.357,0.714,0.184,29,57,11,7,15,-15.0,1,OKC,0
0022400073,2024-10-24,2024-25,1610612738,BOS,BOS @ WAS,W,122,0.467,0.778,0.378,21,49,7,3,14,20.0,0,WAS,1
0022400075,2024-10-24,2024-25,1610612760,OKC,OKC @ DEN,W,102,0.426,0.667,0.222,23,49,9,13,12,15.0,0,DEN,1
0022400074,2024-10-24,2024-25,1610612742,DAL,DAL vs. SAS,W,120,0.412,0.739,0.432,27,50,9,5,9,11.0,1,SAS,1
0022400076,2024-10-24,2024-25,1610612750,MIN,MIN @ SAC,W,117,0.477,0.882,0.4,24,42,3,2,16,2.0,0,SAC,1
0022400065,2024-10-23,2024-25,1610612748,MIA,MIA vs. ORL,L,97,0.39,0.759,0.324,24,41,5,8,11,-19.0,1,ORL,0
0022400066,2024-10-23,2024-25,1610612749,MIL,MIL @ PHI,W,124,0.538,0.71,0.432,27,46,4,9,14,15.0,0,PHI,1
0022400067,2024-10-23,2024-25,1610612739,CLE,CLE @ TOR,W,136,0.586,0.769,0.467,29,36,10,9,12,30.0,0,TOR,1
0022400071,2024-10-23,2024-25,1610612756,PHX,PHX @ LAC,W,116,0.487,0.735,0.395,25,42,12,9,22,3.0,0,LAC,1
0022400061,2024-10-22,2024-25,1610612738,BOS,BOS vs. NYK,W,132,0.505,0.875,0.475,33,40,6,3,3,23.0,1,NYK,1
0022400062,2024-10-22,2024-25,1610612750,MIN,MIN @ LAL,L,103,0.412,0.741,0.317,17,47,4,1,15,-7.0,0,LAL,0
0022400061,2024-10-22,2024-25,1610612752,NYK,NYK @ BOS,L,109,0.551,0.75,0.367,20,34,2,3,11,-23.0,0,BOS,0
